CodeSite,DateDebut,DateFin,TempSession,TypeAppareil,Download,Upload,Langue,GeoPoint
PW0143,2019-09-06T16:51:00+02:00,2019-09-06T18:52:00+02:00,7248,Mobile,79110483,6747314,Français,48.8618194855,2.3476439033
PW0164,2019-09-06T16:52:00+02:00,2019-09-06T17:09:00+02:00,1041,Mobile,101460619,4962173,Allemand,48.8744988283,2.3619049385
PW0159,2019-09-06T16:59:00+02:00,2019-09-06T17:03:00+02:00,224,Mobile,5968077,475531,Anglais,48.8796817468,2.3883276374
PW0111,2019-09-06T17:00:00+02:00,2019-09-06T19:00:00+02:00,7203,Mobile,293486447,14242000,Français,48.842546608,2.3618682436
PW0142,2019-09-06T17:02:00+02:00,2019-09-06T19:02:00+02:00,7211,Ordinateur,616838458,31895263,Français,48.8779672649,2.3450215123
PW0151-1,2019-09-06T17:03:00+02:00,2019-09-06T17:04:00+02:00,24,Mobile,0,47042,Anglais,48.87994077,2.3074990761
PW0117,2019-09-06T17:05:00+02:00,2019-09-06T18:15:00+02:00,4174,Ordinateur,37051255,6723698,Anglais,48.8497413105,2.2861367437
PW0109,2019-09-06T17:06:00+02:00,2019-09-06T18:20:00+02:00,4433,Mobile,25403734,2025902,Français,48.8811113359,2.3323455598
PW0186,2019-09-06T17:08:00+02:00,2019-09-06T17:44:00+02:00,2131,Mobile,117238412,29358385,Français,48.8769016573,2.3464050031
PW0051,2019-09-06T17:11:00+02:00,2019-09-06T18:56:00+02:00,6311,Mobile,13098396,2425165,Français,48.8425411215,2.3974768897
PW0058-3,2019-09-06T17:11:00+02:00,2019-09-06T17:23:00+02:00,760,Mobile,15092146,6459909,Français,48.8368107135,2.3823502437
PW0143,2019-09-06T17:11:00+02:00,2019-09-06T18:07:00+02:00,3369,Mobile,437855218,140278503,Français,48.8618194855,2.3476439033
PW0182,2019-09-06T17:19:00+02:00,2019-09-06T18:58:00+02:00,5894,Mobile,224810867,42576301,Français,48.8827940633,2.3827054256
PW0143,2019-09-06T17:20:00+02:00,2019-09-06T17:29:00+02:00,555,Mobile,4944942,2939491,Français,48.8618194855,2.3476439033
PW0171,2019-09-06T17:24:00+02:00,2019-09-06T18:47:00+02:00,5012,Ordinateur,36803936,12190600,Français,48.8319158284,2.3776118893
PW0116,2019-09-06T17:24:00+02:00,2019-09-06T18:00:00+02:00,2159,Mobile,36003625,2829075,Français,48.8772054342,2.3707969197
PW0194,2019-09-06T17:25:00+02:00,2019-09-06T17:26:00+02:00,25,Mobile,2940071,164124,Anglais,48.8801112154,2.3672066687
PW0049,2019-09-06T17:27:00+02:00,2019-09-06T17:51:00+02:00,1453,Ordinateur,189071173,3643568,Français,48.8515955528,2.383960071
PW0147,2019-09-06T17:27:00+02:00,2019-09-06T17:30:00+02:00,140,Ordinateur,5438476,530732,Français,48.8754298708,2.353666773
PW0117,2019-09-06T17:28:00+02:00,2019-09-06T18:12:00+02:00,2665,Ordinateur,77840628,4539567,Français,48.8497413105,2.2861367437
PW0156,2019-09-06T17:28:00+02:00,2019-09-06T17:45:00+02:00,1042,Mobile,5165916,3742462,Français,48.8558319848,2.3508346613
PW0186,2019-09-06T17:31:00+02:00,2019-09-06T17:42:00+02:00,639,Mobile,36341108,16496533,Français,48.8769016573,2.3464050031
PW0009,2019-09-06T17:33:00+02:00,2019-09-06T18:04:00+02:00,1862,Mobile,37813118,21452299,Français,48.8901061541,2.3632099736
PW0002,2019-09-06T17:34:00+02:00,2019-09-06T19:34:00+02:00,7252,Mobile,23914845,1116392,Français,48.8867669709,2.3714730505
PW0113,2019-09-06T17:34:00+02:00,2019-09-06T18:26:00+02:00,3168,Mobile,19881672,2735181,Coréen,48.8618363826,2.2842707912
PW0147,2019-09-06T17:39:00+02:00,2019-09-06T19:33:00+02:00,6869,Ordinateur,155594392,34004873,Français,48.8754298708,2.353666773
PW0176,2019-09-06T17:46:00+02:00,2019-09-06T18:23:00+02:00,2177,Mobile,4715717,13986339,Espagnol,48.8765956695,2.3317982752
PW0114,2019-09-06T17:47:00+02:00,2019-09-06T19:48:00+02:00,7259,Tablette,417604831,44899714,Français,48.830786809,2.3567544767
PW0147,2019-09-06T17:52:00+02:00,2019-09-06T18:04:00+02:00,714,Mobile,21454538,7262435,Français,48.8754298708,2.353666773
PW0163,2019-09-06T17:55:00+02:00,2019-09-06T17:57:00+02:00,112,Mobile,1084423,203874,Anglais,48.8556307839,2.3656584031
PW0060,2019-09-06T17:59:00+02:00,2019-09-06T18:02:00+02:00,173,Ordinateur,12501952,511396,Français,48.8733902739,2.3404520564
PW0147,2019-09-06T18:03:00+02:00,2019-09-06T18:19:00+02:00,959,Tablette,11144379,837399,Français,48.8754298708,2.353666773
PW0169-1,2019-09-06T18:03:00+02:00,2019-09-06T19:53:00+02:00,6619,Mobile,9309179,6643545,Français,48.8190213359,2.3450952203
PW0154,2019-09-06T18:05:00+02:00,2019-09-06T18:07:00+02:00,100,Mobile,1432948,254665,Français,48.8480849077,2.3496431076
PW0009,2019-09-06T18:10:00+02:00,2019-09-06T18:35:00+02:00,1466,Mobile,129258832,8352235,Arabe,48.8901061541,2.3632099736
PW0030,2019-09-06T18:13:00+02:00,2019-09-06T20:13:00+02:00,7209,Mobile,11273920,914268,Français,48.8404878126,2.3925067765
PW0048,2019-09-06T18:19:00+02:00,2019-09-06T18:20:00+02:00,38,Mobile,820678,172877,Italien,48.870162555,2.3852198261
PW0149,2019-09-06T18:20:00+02:00,2019-09-06T18:23:00+02:00,219,Mobile,16702201,1493644,Néerlandais,48.8593733254,2.3358223561
PW0118,2019-09-06T18:20:00+02:00,2019-09-06T20:10:00+02:00,6625,Mobile,57271856,6826834,Français,48.8481097373,2.3275943361
PW0125,2019-09-06T18:25:00+02:00,2019-09-06T18:28:00+02:00,170,Mobile,3082817,311184,Anglais,48.8273180542,2.341993717
PW0165,2019-09-06T18:25:00+02:00,2019-09-06T18:33:00+02:00,492,Mobile,725174,3121406,Français,48.8569794103,2.2933390635
PW0132-2,2019-09-06T18:25:00+02:00,2019-09-06T18:57:00+02:00,1943,Ordinateur,80422980,4727990,Français,48.8561383736,2.3559375242
PW0175,2019-09-06T18:26:00+02:00,2019-09-06T18:35:00+02:00,572,Mobile,7529989,1906953,Anglais,48.8609372147,2.2893499444
PW0113,2019-09-06T18:27:00+02:00,2019-09-06T18:48:00+02:00,1270,Ordinateur,110104875,5742127,Français,48.8618363826,2.2842707912
PW0009,2019-09-06T18:27:00+02:00,2019-09-06T19:02:00+02:00,2135,Mobile,6866607,34798299,Anglais,48.8901061541,2.3632099736
PW0157,2019-09-06T18:29:00+02:00,2019-09-06T18:41:00+02:00,714,Mobile,8890329,1032255,Anglais,48.8281858231,2.3586267374
PW0199,2019-09-06T18:30:00+02:00,2019-09-06T18:50:00+02:00,1174,Mobile,11018288,1972883,Anglais,48.8342318805,2.3321285183
PW0193,2019-09-06T18:34:00+02:00,2019-09-06T18:39:00+02:00,347,Mobile,13239792,2183110,Anglais,48.8574278537,2.3470199245
PW0151-1,2019-09-06T18:39:00+02:00,2019-09-06T18:41:00+02:00,83,Mobile,2649539,342380,Français,48.87994077,2.3074990761
PW0111,2019-09-06T18:43:00+02:00,2019-09-06T19:55:00+02:00,4311,Ordinateur,18842705,5638660,Français,48.842546608,2.3618682436
PW0171,2019-09-06T18:45:00+02:00,2019-09-06T19:33:00+02:00,2885,Mobile,6440013,2061768,Français,48.8319158284,2.3776118893
PW0151,2019-09-06T18:46:00+02:00,2019-09-06T20:46:00+02:00,7247,Mobile,248636877,11950780,Français,48.8802623407,2.309839897
PW0165,2019-09-06T18:46:00+02:00,2019-09-06T20:46:00+02:00,7228,Mobile,18533292,2582141,Français,48.8569794103,2.2933390635
PW0115,2019-09-06T18:55:00+02:00,2019-09-06T19:13:00+02:00,1055,Mobile,18608469,1918808,Français,48.8393069888,2.3387816735
PW0044,2019-09-06T18:59:00+02:00,2019-09-06T21:00:00+02:00,7236,Mobile,55656210,668809592,Anglais,48.8637689236,2.3598462566
PW0151,2019-09-06T19:01:00+02:00,2019-09-06T20:31:00+02:00,5397,Mobile,75799931,9935088,Français,48.8802623407,2.309839897
PW0176,2019-09-06T19:03:00+02:00,2019-09-06T19:18:00+02:00,866,Mobile,13567324,14830529,Russe,48.8765956695,2.3317982752
PW0050,2019-09-06T19:04:00+02:00,2019-09-06T21:05:00+02:00,7237,Ordinateur,105495593,5409642,Français,48.853423534,2.3591792373
PW0021,2019-09-06T19:18:00+02:00,2019-09-06T19:24:00+02:00,342,Mobile,6517895,721459,Portugais,48.846191709,2.3445808787
PW0147,2019-09-06T19:20:00+02:00,2019-09-06T19:22:00+02:00,140,Mobile,3514586,186799,Français,48.8754298708,2.353666773
PW0129,2019-09-06T19:22:00+02:00,2019-09-06T19:24:00+02:00,88,Mobile,1874866,517779,Français,48.8659615824,2.3928519746
PW0044,2019-09-06T19:25:00+02:00,2019-09-06T19:26:00+02:00,84,Mobile,3470683,2942881,Français,48.8637689236,2.3598462566
PW0175,2019-09-06T19:27:00+02:00,2019-09-06T20:18:00+02:00,3057,Mobile,3126571,541260,Portugais,48.8609372147,2.2893499444
PW0161,2019-09-06T19:27:00+02:00,2019-09-06T19:35:00+02:00,486,Mobile,17650129,3293097,Espagnol,48.8581897423,2.312894264
PW0048,2019-09-06T19:37:00+02:00,2019-09-06T20:48:00+02:00,4265,Ordinateur,315182762,23647871,Français,48.870162555,2.3852198261
PW0149,2019-09-06T19:38:00+02:00,2019-09-06T19:42:00+02:00,267,Mobile,1206392,151238,Anglais,48.8593733254,2.3358223561
PW0159,2019-09-06T19:41:00+02:00,2019-09-06T19:41:00+02:00,41,Ordinateur,2037484,166459,Français,48.8796817468,2.3883276374
PW0175,2019-09-06T19:41:00+02:00,2019-09-06T20:26:00+02:00,2704,Mobile,18337940,4278306,Anglais,48.8609372147,2.2893499444
PW0121,2019-09-06T19:46:00+02:00,2019-09-06T19:59:00+02:00,777,Mobile,10022044,1170839,Anglais,48.8582613252,2.3583923572
PW0181,2019-09-06T19:47:00+02:00,2019-09-06T19:56:00+02:00,510,Mobile,4416051,1048564,Espagnol,48.8566875709,2.3489230003
PW0165,2019-09-06T19:50:00+02:00,2019-09-06T20:02:00+02:00,678,Mobile,4871902,435201,Anglais,48.8569794103,2.2933390635
PW0169-1,2019-09-06T19:55:00+02:00,2019-09-06T21:37:00+02:00,6168,Mobile,18020243,1224869,Français,48.8190213359,2.3450952203
PW0169-1,2019-09-06T19:55:00+02:00,2019-09-06T21:37:00+02:00,6120,Mobile,57415536,8778059,Français,48.8190213359,2.3450952203
PW0189,2019-09-06T19:57:00+02:00,2019-09-06T19:58:00+02:00,61,Mobile,251225,96989,Anglais,48.8629641751,2.3045246819
PW0137,2019-09-06T20:00:00+02:00,2019-09-06T20:13:00+02:00,795,Ordinateur,31808610,22585760,Français,48.8417075067,2.299350322
PW0149,2019-09-06T20:02:00+02:00,2019-09-06T20:25:00+02:00,1376,Mobile,18422818,71529734,Anglais,48.8593733254,2.3358223561
PW0117,2019-09-06T20:07:00+02:00,2019-09-06T20:50:00+02:00,2634,Ordinateur,108938477,3111632,Français,48.8497413105,2.2861367437
PW0169-1,2019-09-06T20:07:00+02:00,2019-09-06T22:07:00+02:00,7218,Mobile,17226238,2781383,Français,48.8190213359,2.3450952203
PW0196,2019-09-06T20:12:00+02:00,2019-09-06T20:15:00+02:00,153,Mobile,1854095,296110,Anglais,48.8652873059,2.317839769
PW0073,2019-09-06T20:13:00+02:00,2019-09-06T20:15:00+02:00,126,Mobile,10471394,807900,Français,48.8552404998,2.4039028856
PW0110,2019-09-06T20:24:00+02:00,2019-09-06T20:34:00+02:00,562,Mobile,25706887,2276759,Anglais,48.8614694222,2.346303724
PW0170-1,2019-09-06T20:27:00+02:00,2019-09-06T20:32:00+02:00,278,Mobile,18175826,1234307,Anglais,48.8858336546,2.3650478296
PW0087,2019-09-06T20:28:00+02:00,2019-09-06T20:55:00+02:00,1628,Mobile,42184075,5054455,Français,48.8380025291,2.4104291616
PW0175,2019-09-06T20:33:00+02:00,2019-09-06T20:47:00+02:00,864,Mobile,20197277,3783693,Anglais,48.8609372147,2.2893499444
PW0055,2019-09-06T20:47:00+02:00,2019-09-06T21:47:00+02:00,3605,Mobile,21271849,2654674,Français,48.8523121522,2.4105606442
PW0189,2019-09-06T20:49:00+02:00,2019-09-06T20:50:00+02:00,80,Mobile,10144687,441381,Espagnol,48.8629641751,2.3045246819
PW0199,2019-09-06T20:52:00+02:00,2019-09-06T21:03:00+02:00,667,Mobile,6414881,992464,Anglais,48.8342318805,2.3321285183
PW0110,2019-09-06T20:59:00+02:00,2019-09-06T21:24:00+02:00,1478,Mobile,11582778,80299926,Chinois traditionnel,48.8614694222,2.346303724
PW0182,2019-09-06T21:00:00+02:00,2019-09-06T21:06:00+02:00,343,Mobile,9182444,11663700,Anglais,48.8827940633,2.3827054256
PW0175,2019-09-06T21:02:00+02:00,2019-09-06T21:09:00+02:00,413,Mobile,5894013,593604,Anglais,48.8609372147,2.2893499444
PW0186,2019-09-06T21:08:00+02:00,2019-09-06T21:23:00+02:00,885,Mobile,70072846,4981169,Anglais,48.8769016573,2.3464050031
PW0165,2019-09-06T21:13:00+02:00,2019-09-06T21:37:00+02:00,1448,Mobile,7376874,1262882,Espagnol,48.8569794103,2.2933390635
PW0009,2019-09-06T21:19:00+02:00,2019-09-06T21:50:00+02:00,1827,Mobile,39641600,4735742,Anglais,48.8901061541,2.3632099736
PW0087,2019-09-06T21:26:00+02:00,2019-09-06T21:26:00+02:00,27,Mobile,1938430,135049,Français,48.8380025291,2.4104291616
PW0141,2019-09-06T21:26:00+02:00,2019-09-06T21:28:00+02:00,77,Mobile,6876881,195963,Anglais,48.8455291572,2.3871109861
PW0196,2019-09-06T21:55:00+02:00,2019-09-06T22:01:00+02:00,404,Mobile,1200766,138978,Espagnol,48.8652873059,2.317839769
PW0094,2019-09-06T21:59:00+02:00,2019-09-06T22:01:00+02:00,113,Mobile,4554690,489825,Français,48.8271609094,2.336263839
PW0157,2019-09-06T22:02:00+02:00,2019-09-06T22:13:00+02:00,638,Mobile,11345997,862221,Français,48.8281858231,2.3586267374
PW0094,2019-09-06T22:04:00+02:00,2019-09-06T22:05:00+02:00,67,Mobile,8551215,355236,Français,48.8271609094,2.336263839
PW0108,2019-09-06T22:16:00+02:00,2019-09-06T22:27:00+02:00,645,Mobile,6231490,483761,Français,48.8354989458,2.2557606933
PW0193,2019-09-06T22:35:00+02:00,2019-09-06T22:59:00+02:00,1422,Mobile,9933359,1321119,Anglais,48.8574278537,2.3470199245
PW0190,2019-09-06T22:55:00+02:00,2019-09-06T23:01:00+02:00,363,Mobile,19108207,1029037,Anglais,48.8611484589,2.325065434
PW0165,2019-09-06T23:13:00+02:00,2019-09-06T23:14:00+02:00,105,Mobile,1760319,464609,Espagnol,48.8569794103,2.2933390635
PW0175,2019-09-06T23:27:00+02:00,2019-09-06T23:54:00+02:00,1598,Mobile,5674619,10448100,Anglais,48.8609372147,2.2893499444
PW0193,2019-09-06T23:54:00+02:00,2019-09-06T23:54:00+02:00,0,Mobile,0,0,Français,48.8574278537,2.3470199245
PW0193,2019-09-06T23:55:00+02:00,2019-09-07T00:12:00+02:00,1038,Mobile,9975648,1467784,Français,48.8574278537,2.3470199245
PW0009,2019-09-06T23:59:00+02:00,2019-09-07T00:12:00+02:00,781,Mobile,21850197,2195626,Français,48.8901061541,2.3632099736
PW0150,2019-09-07T00:15:00+02:00,2019-09-07T00:29:00+02:00,843,Mobile,21832154,1459791,Français,48.8523533398,2.3603109745
PW0180,2019-09-07T00:48:00+02:00,2019-09-07T01:03:00+02:00,893,Mobile,75234483,4242933,Français,48.8230435797,2.3487751246
PW0092,2019-09-07T01:11:00+02:00,2019-09-07T01:35:00+02:00,1453,Mobile,86488116,5991495,Français,48.8895947972,2.3630676012
PW0110,2019-09-07T01:44:00+02:00,2019-09-07T02:00:00+02:00,924,Mobile,22035070,2746232,Français,48.8614694222,2.346303724
PW0180,2019-09-07T09:40:00+02:00,2019-09-07T10:41:00+02:00,3647,Mobile,71068933,4138900,Français,48.8230435797,2.3487751246
PW0159-1,2019-09-07T09:44:00+02:00,2019-09-07T09:47:00+02:00,214,Mobile,404552,261732,Chinois simplifié,48.8764730512,2.3810174201
PW0183,2019-09-07T10:36:00+02:00,2019-09-07T12:37:00+02:00,7249,Mobile,115332837,7895905,Français,48.8256855011,2.3028248088
PW0165,2019-09-07T11:13:00+02:00,2019-09-07T11:19:00+02:00,416,Mobile,1144253,1992706,Anglais,48.8569794103,2.2933390635
PW0134,2019-09-07T11:38:00+02:00,2019-09-07T11:56:00+02:00,1063,Mobile,61559556,3147904,Français,48.8665075801,2.3404344915
PW0146,2019-09-07T11:59:00+02:00,2019-09-07T12:01:00+02:00,128,Ordinateur,7331949,661423,Français,48.8512426095,2.330443623
PW0159-1,2019-09-07T12:01:00+02:00,2019-09-07T12:05:00+02:00,219,Mobile,24188313,2008572,Français,48.8764730512,2.3810174201
PW0146,2019-09-07T12:03:00+02:00,2019-09-07T13:39:00+02:00,5778,Mobile,19611634,2503770,Français,48.8512426095,2.330443623
PW0169-1,2019-09-07T12:15:00+02:00,2019-09-07T12:29:00+02:00,879,Ordinateur,96619256,23362180,Français,48.8190213359,2.3450952203
PW0044,2019-09-07T12:15:00+02:00,2019-09-07T14:15:00+02:00,7225,Ordinateur,43307255,11221005,Anglais,48.8637689236,2.3598462566
PW0053,2019-09-07T12:24:00+02:00,2019-09-07T14:24:00+02:00,7222,Mobile,86928579,5301489,Espagnol,48.8312312482,2.3116623321
PW0019-1,2019-09-07T12:29:00+02:00,2019-09-07T12:43:00+02:00,823,Mobile,17006155,606950,Chinois traditionnel,48.8640250421,2.3621865449
PW0117,2019-09-07T12:30:00+02:00,2019-09-07T13:33:00+02:00,3808,Ordinateur,68530460,23697982,Français,48.8497413105,2.2861367437
PW0053,2019-09-07T12:40:00+02:00,2019-09-07T12:57:00+02:00,1028,Tablette,6909811,19154979,Français,48.8312312482,2.3116623321
PW0045,2019-09-07T12:44:00+02:00,2019-09-07T14:44:00+02:00,7206,Mobile,44141176,4200267,Français,48.8598387687,2.4032269985
PW0130,2019-09-07T12:44:00+02:00,2019-09-07T12:53:00+02:00,496,Mobile,9479209,1038388,Français,48.8532955464,2.4012127883
PW0199,2019-09-07T12:47:00+02:00,2019-09-07T13:20:00+02:00,1967,Mobile,5352717,2896466,Russe,48.8342318805,2.3321285183
PW0045,2019-09-07T12:47:00+02:00,2019-09-07T12:56:00+02:00,547,Mobile,20659198,1580289,Français,48.8598387687,2.4032269985
PW0113,2019-09-07T12:54:00+02:00,2019-09-07T14:17:00+02:00,4931,Mobile,152762316,11399490,Français,48.8618363826,2.2842707912
PW0033,2019-09-07T12:57:00+02:00,2019-09-07T13:00:00+02:00,139,Mobile,9268427,737306,Français,48.8804061535,2.3765451062
PW0199,2019-09-07T13:03:00+02:00,2019-09-07T13:13:00+02:00,584,Mobile,12563804,918373,Français,48.8342318805,2.3321285183
PW0170,2019-09-07T13:11:00+02:00,2019-09-07T13:15:00+02:00,275,Mobile,2334118,561763,Français,48.8864505694,2.3654757972
PW0163,2019-09-07T13:11:00+02:00,2019-09-07T13:29:00+02:00,1088,Mobile,10911499,517182,Anglais,48.8556307839,2.3656584031
PW0045,2019-09-07T13:16:00+02:00,2019-09-07T15:16:00+02:00,7222,Ordinateur,235969422,6179179,Français,48.8598387687,2.4032269985
PW0137,2019-09-07T13:21:00+02:00,2019-09-07T13:41:00+02:00,1232,Mobile,2764655,490822,Français,48.8417075067,2.299350322
PW0111,2019-09-07T13:22:00+02:00,2019-09-07T14:55:00+02:00,5616,Mobile,126900912,8142557,Français,48.842546608,2.3618682436
PW0157,2019-09-07T13:37:00+02:00,2019-09-07T13:49:00+02:00,744,Mobile,26208423,2386584,Français,48.8281858231,2.3586267374
PW0121,2019-09-07T13:37:00+02:00,2019-09-07T13:59:00+02:00,1319,Mobile,10912403,121346848,Français,48.8582613252,2.3583923572
PW0146,2019-09-07T13:39:00+02:00,2019-09-07T13:54:00+02:00,900,Mobile,3014202,687841,Anglais,48.8512426095,2.330443623
PW0176,2019-09-07T13:44:00+02:00,2019-09-07T14:14:00+02:00,1812,Mobile,130069709,39892454,Anglais,48.8765956695,2.3317982752
PW0130,2019-09-07T13:44:00+02:00,2019-09-07T14:26:00+02:00,2482,Tablette,23762344,9007878,Français,48.8532955464,2.4012127883
PW0121,2019-09-07T13:44:00+02:00,2019-09-07T15:02:00+02:00,4672,Mobile,12025636,9790504,Chinois simplifié,48.8582613252,2.3583923572
PW0199,2019-09-07T13:57:00+02:00,2019-09-07T14:04:00+02:00,391,Mobile,1475309,336662,Anglais,48.8342318805,2.3321285183
PW0126,2019-09-07T14:03:00+02:00,2019-09-07T14:11:00+02:00,517,Mobile,1966566,127605,Anglais,48.8424935285,2.3496737607
PW0125,2019-09-07T14:03:00+02:00,2019-09-07T16:04:00+02:00,7251,Ordinateur,44617418,6264870,Français,48.8273180542,2.341993717
PW0134,2019-09-07T14:05:00+02:00,2019-09-07T16:05:00+02:00,7201,Mobile,334130798,13504142,Français,48.8665075801,2.3404344915
PW0121,2019-09-07T14:06:00+02:00,2019-09-07T14:07:00+02:00,35,Mobile,1732867,171721,Français,48.8582613252,2.3583923572
PW0189,2019-09-07T14:09:00+02:00,2019-09-07T14:11:00+02:00,131,Mobile,1391730,389958,Espagnol,48.8629641751,2.3045246819
PW0092,2019-09-07T14:13:00+02:00,2019-09-07T15:21:00+02:00,4086,Mobile,53492852,3727223,Français,48.8895947972,2.3630676012
PW0092,2019-09-07T14:14:00+02:00,2019-09-07T14:24:00+02:00,634,Mobile,1385780,153447,Français,48.8895947972,2.3630676012
PW0187,2019-09-07T14:14:00+02:00,2019-09-07T14:42:00+02:00,1667,Ordinateur,20536318,977655,Français,48.8627043264,2.3987890642
PW0062,2019-09-07T14:27:00+02:00,2019-09-07T16:06:00+02:00,5946,Mobile,215648272,23034663,Français,48.827750994,2.3595956139
PW0009,2019-09-07T14:32:00+02:00,2019-09-07T14:52:00+02:00,1195,Ordinateur,13569609,823225,Français,48.8901061541,2.3632099736
PW0053,2019-09-07T14:32:00+02:00,2019-09-07T15:24:00+02:00,3110,Mobile,109441931,4843201,Français,48.8312312482,2.3116623321
PW0070,2019-09-07T14:39:00+02:00,2019-09-07T14:45:00+02:00,377,Mobile,3538257,569667,Français,48.8562219571,2.3673918201
PW0143,2019-09-07T14:43:00+02:00,2019-09-07T16:43:00+02:00,7217,Mobile,77253399,21112147,Anglais,48.8618194855,2.3476439033
PW0199,2019-09-07T14:46:00+02:00,2019-09-07T15:15:00+02:00,1740,Mobile,43079055,6962437,Anglais,48.8342318805,2.3321285183
PW0044,2019-09-07T14:49:00+02:00,2019-09-07T15:23:00+02:00,2044,Mobile,15647283,2183595,Français,48.8637689236,2.3598462566
PW0044,2019-09-07T14:49:00+02:00,2019-09-07T15:51:00+02:00,3743,Mobile,12409056,1840128,Français,48.8637689236,2.3598462566
PW0065,2019-09-07T14:50:00+02:00,2019-09-07T16:22:00+02:00,5568,Mobile,112861510,3731157,Français,48.832851161,2.3267672261
PW0175,2019-09-07T14:51:00+02:00,2019-09-07T14:52:00+02:00,59,Mobile,3154608,471122,Indonésien,48.8609372147,2.2893499444
PW0048,2019-09-07T14:51:00+02:00,2019-09-07T16:12:00+02:00,4852,Ordinateur,307578854,8097045,Français,48.870162555,2.3852198261
PW0092,2019-09-07T14:53:00+02:00,2019-09-07T15:55:00+02:00,3701,Mobile,29140819,6044010,Français,48.8895947972,2.3630676012
PW0199,2019-09-07T14:54:00+02:00,2019-09-07T15:01:00+02:00,408,Mobile,13845167,1118170,Anglais,48.8342318805,2.3321285183
PW0153,2019-09-07T15:00:00+02:00,2019-09-07T15:32:00+02:00,1916,Mobile,144822072,8588169,Russe,48.8580407243,2.3492201015
PW0153,2019-09-07T15:03:00+02:00,2019-09-07T15:08:00+02:00,270,Mobile,445320,228812,Russe,48.8580407243,2.3492201015
PW0112,2019-09-07T15:04:00+02:00,2019-09-07T17:05:00+02:00,7238,Mobile,6025195,1465529,Français,48.8614889106,2.3441541095
PW0009,2019-09-07T15:05:00+02:00,2019-09-07T17:06:00+02:00,7221,Mobile,17267084,2324805,Français,48.8901061541,2.3632099736
PW0006,2019-09-07T15:07:00+02:00,2019-09-07T15:09:00+02:00,125,Mobile,10750647,13111413,Anglais,48.8844631298,2.3541416014
PW0164,2019-09-07T15:18:00+02:00,2019-09-07T15:54:00+02:00,2194,Mobile,155828496,9823639,Allemand,48.8744988283,2.3619049385
